date,quotation,speaker,qids,probas
2016-11-15,"And it was music to the ears of people in Michigan and Ohio and Pennsylvania and Wisconsin -- the Brexit states. If you live here in Ohio, you know what I'm talking about. Whether Trump means it or not is kind of irrelevant, because he's saying the things to people who are hurting. And it's why every beaten-down, nameless, forgotten working stiff who used to be part of what was called the middle class loves Trump. He is the human Molotov cocktail that they've been waiting for, the human hand grenade that they can legally throw into the system that stole their lives from them.",Michael Moore,"['Q10430120', 'Q174908', 'Q1752903', 'Q1928646', 'Q20054072', 'Q21166729', 'Q333446', 'Q40220120', 'Q47468073', 'Q59154912', 'Q5992831', 'Q6832887', 'Q6832890', 'Q6832891', 'Q6832892']","[['Michael Moore', '0.8007'], ['None', '0.1643'], ['Donald Trump', '0.0271'], ['Hillary Clinton', '0.0079']]"
2016-07-19,"Brexit does mean Brexit and we are going to make a success of it and we will do that by forging a new role for the United Kingdom in the world,",Prime Minister Theresa May,['Q264766'],"[['Prime Minister Theresa May', '0.4408'], ['None', '0.382'], ['Boris Johnson', '0.1772']]"
2016-07-06,"Brexit is history, it's been and gone. It's now irrelevant. We've got to get on with running the country.",David Morris,"['Q1029810', 'Q16217491', 'Q16732886', 'Q20651182', 'Q22095809', 'Q23815458', 'Q26869004', 'Q3017580', 'Q43112350', 'Q47122977', 'Q5237743', 'Q5237745', 'Q5237746', 'Q541747', 'Q55284418', 'Q56596975', 'Q57427973', 'Q580247', 'Q58656046']","[['David Morris', '0.7811'], ['None', '0.2189']]"
2016-12-05,"Certainly the economy has held up much better than we had been expecting in the wake of the Brexit referendum outcome,",None,[],"[['None', '0.9566'], ['Donald Trump', '0.0434']]"
2016-12-16,"The legal case establishes that as a legal point the democratically appointed parliament of the UK can, if it wants, reverse that notification but the question [ of ] whether it does, the political question [ of ] whether Parliament chooses to block Brexit remains a question for Parliament.",Jolyon Maugham,['Q52122077'],"[['Jolyon Maugham', '0.6854'], ['None', '0.2871'], ['Theresa May', '0.0275']]"
2016-05-09,What will be the cost of engaging in a tariff war? There has been no honest evaluation of what the costs will be of Brexit.,Damian Collins,['Q290646'],"[['Damian Collins', '0.8706'], ['None', '0.1294']]"
2016-12-15,"If we are not adequately involved, we may not be able to give our consent. And in this situation, the UK would face the hardest Brexit possible,",Martin Schulz,"['Q17905', 'Q1904987', 'Q26884486', 'Q42372365']","[['Martin Schulz', '0.7982'], ['None', '0.1061'], ['Donald Tusk', '0.0937'], ['Antonio Tajani', '0.0012'], ['Angela Merkel', '9.0E-4']]"
2016-09-30,"Several governments from Ireland to the Netherlands have low corporate taxation, and former UK chancellor George Osborne's move to lower corporation tax to 15% was a similar measure. So why criticise the IoM for its low taxation principles. If we are transparent, we should run our economy how we choose. I'd say we're small but perfectly structured -- a model worth examining in a post-Brexit world.",John Spellman,['Q372519'],"[['John Spellman', '0.7976'], ['None', '0.2024']]"
2016-08-03,The world is poorer as a result of Brexit and the U.K.' s choice,Aaron Klein,['Q2918020'],"[['Aaron Klein', '0.391'], ['Homi Kharas', '0.359'], ['None', '0.25']]"
2016-09-12,"With little on the economic agenda, a severe bout of panic has struck the global markets, causing the kind of declines not seen since the Brexit,",None,[],"[['None', '0.982'], ['Hillary Clinton', '0.018']]"
2016-08-31,"In summary, despite the significant initial concerns regarding Brexit we retain the view that once the dust settles the outlook for Chesnara remains largely unchanged and our dividend strategy will be increasingly attractive in a sustained low interest environment.",None,[],"[['None', '0.5494'], ['Adam Clark', '0.4506']]"
2016-08-23,"In the second half of 2016, the global economy will be clouded with more uncertainties. Given low prices for staple commodity, lackluster growth of advanced economies, weak investment and trading, coupled with the impact of uncertainties such as geopolitics and Brexit (the leaving European Union), the global economy will continue to be in a stage of profound adjustments and the challenges to an economic recovery will still be severe. Despite the unchanged fundamental long-term positive trend of economic development, the downward pressure on the economy will remain enormous as the structural contradictions in the economy will continue to be obvious, new drivers for economic growth are yet to emerge, and it will take time to formulate solutions to the overcapacity problem. Facing the serious structural overcapacity of the petrochemical industry in, as well as the reform of resource tax in and fees imposed on pollutants emissions, costs of petrochemical enterprises will definitely increase. The increasingly stringent safety and environmental standards of the state and acceleration of oil products upgrade will also pose tremendous challenges to the industry. Facing a challenging market environment, the Group's approach will be more efficiency-oriented and market-oriented to ensure achievements in various aspects, including safety and environmental protection, optimization of system, reduction of cost and expenses, as well as corporate governance, which in turn will realize a continuous growth of benefits.",Wang Zhiqing,"['Q45434463', 'Q45437220', 'Q45442637', 'Q45502744', 'Q45503183', 'Q45589558']","[['Wang Zhiqing', '0.9448'], ['None', '0.0552']]"
2016-12-17,"Meanwhile, Theresa May hides her views on Brexit behind a barricade of clichés,",Phil Hogan,['Q983508'],"[['Phil Hogan', '0.8555'], ['None', '0.0895'], ['Boris Johnson', '0.055']]"
2016-08-09,"but I'm absolutely devastated by the result of Brexit, because it's immigrants who will suffer most from it. The wonderful thing about Eurovision, and the Edinburgh Fringe, is that they are a coming together of nations. Being in Edinburgh during the festival is absolutely unique, because every aspect of every single culture is there. You're spoilt for choice.",Rula Lenska,['Q7378908'],"[['Rula Lenska', '0.9089'], ['None', '0.0726'], ['Howard Schuman', '0.0096'], ['Julie Covington', '0.0057'], ['Charlotte Cornwell', '0.0032']]"
2016-07-05,"I see clear battle lines drawn between the provinces and the urbanites in Auckland; between young renters and property speculating boomers; between the majority white New Zealand and migrants. If they wake from their political apathy and vote, it will be our Brexit.",None,[],"[['None', '0.7709'], ['Andrew Little', '0.2291']]"
2016-12-28,Perhaps he needs the extra help in trying to devise a believable reason for why he has U-turned on the single market and why he believes the people of Scotland should suffer Brexit despite not voting for it.,Margaret Ferrier,['Q19883129'],"[['Margaret Ferrier', '0.8182'], ['None', '0.1002'], ['David Mundell', '0.0816']]"
2016-05-05,"The sector has, thus, more than most to lose from a Brexit. It may not be a `disaster' in the short-term, but is it all worth risking?",Neil Williams,['Q6989487'],"[['Neil Williams', '0.9322'], ['None', '0.0678']]"
2016-12-29,"There is no upside to Brexit for the agri-food sector, but the message I would want to give is we are approaching this in a very strategic way,",Michael Creed,"['Q1477244', 'Q6829535']","[['Michael Creed', '0.8604'], ['None', '0.1396']]"
2016-07-19,"Whilst Brexit is highly political, the issue before the court tomorrow is a basic question of the rule of law.",David Greene,"['Q21095515', 'Q28421802', 'Q5234366', 'Q5234367']","[['David Greene', '0.8343'], ['None', '0.1657']]"
2016-07-14,"You still have potential for fallout from Brexit, if it happens,",Marc Chaikin,['Q6755462'],"[['Marc Chaikin', '0.4558'], ['None', '0.4078'], ['Jamie Dimon', '0.1056'], ['Jeremy Klein', '0.0308']]"
2016-12-10,"Brexit was not a vote against Europe, it was a vote against the European Union, which takes power from the people and makes decisions against their interest [ s ]. It is the expression of a great deal of resentment towards the political establishment in Italy",None,[],"[['None', '0.7066'], ['Matteo Renzi', '0.2478'], ['Donald Trump', '0.0456']]"
2016-12-06,"Sadly the Labour Party haven't joined us in that, they seem to be waving the white flag over Brexit and that is a shame.",Tim Farron,['Q304251'],"[['Tim Farron', '0.858'], ['None', '0.1233'], ['Theresa May', '0.0187']]"
2016-07-15,"We `ve got perhaps different views on what should happen now in terms of the Brexit vote,",Nicola Sturgeon,['Q467112'],"[['Nicola Sturgeon', '0.8243'], ['None', '0.1447'], ['Theresa May', '0.027'], ['David Cameron', '0.004']]"
2016-09-04,reaction of the economy [ to Brexit ] has been better that some have predicted.,Theresa May,"['Q264766', 'Q30161835']","[['Theresa May', '0.4545'], ['None', '0.2511'], ['George Osborne', '0.2183'], ['Mark Carney', '0.043'], ['David Cameron', '0.033']]"
2016-10-12,She tramples over his domestic policy but is also lurching towards a hard Brexit.,Nick Clegg,['Q189947'],"[['Nick Clegg', '0.9072'], ['None', '0.0679'], ['David Cameron', '0.0166'], ['Theresa May', '0.0083']]"
2016-09-27,"The U.K. is trying to assess the impact of Brexit and what it means for the research relationship that crosses the channel,",Paul Davidson,"['Q1853158', 'Q7150141', 'Q7150142', 'Q7150144']","[['Paul Davidson', '0.8179'], ['None', '0.155'], ['Stephen Toope', '0.0271']]"
2016-12-07,"There is no sense of panic, it's nowhere near as serious as Britain's Brexit vote,",Mike Rann,['Q3108729'],"[['Mike Rann', '0.8603'], ['None', '0.0981'], ['Matteo Renzi', '0.039'], ['Beppe Grillo', '0.0026']]"
2016-07-07,"A world with both Brexit and Trump? Holy moley, hold onto your pants.",None,[],"[['None', '0.8476'], ['Donald J. Trump', '0.1524']]"
2016-09-12,"Brexit can deliver for Scotland and, crucially, for the entire UK",None,[],"[['None', '0.5903'], ['Gavin Hewitt', '0.223'], ['Philip Hammond', '0.1302'], ['Liam Fox', '0.0566']]"
2016-08-11,"Brexit may well have an impact on the housing market, but it's not showing yet.",Adrian Gill,['Q4647471'],"[['Adrian Gill', '0.9017'], ['None', '0.0983']]"
2016-07-06,"I have for some time now, and this is not a Brexit issue, I have thought that it was the better course to wait and see more convincing evidence that inflation is moving toward, and will remain around, the 2 percent target,",Daniel Tarullo,['Q4452187'],"[['Daniel Tarullo', '0.9127'], ['None', '0.0873']]"
2016-09-19,"Everyone is focussed on the latest crises, from refugees to Brexit,",None,[],"[['None', '0.6834'], ['Henrik Enderlein', '0.3166']]"
2016-07-07,"supporting our clients with what Brexit may mean for their business plans; developing our insight on the impacts on industries, regions and people; and gearing up to resource areas where there is client demand",Kevin Ellis,"['Q16233775', 'Q1740137', 'Q19975831', 'Q6396224', 'Q6396226']","[['Kevin Ellis', '0.9403'], ['None', '0.0597']]"
2016-09-29,"The public was told Brexit would bring millions of pounds to the NHS but instead we see millions of pounds being wasted in Whitehall,",Nick Clegg,['Q189947'],"[['Nick Clegg', '0.9407'], ['None', '0.0593']]"
2016-02-23,"The truth is that despite the bullying of a prime minister who has no real business experience, it is other normal commercial factors which will determine the continued success of British businesses to invest and grow. Brexit will reduce unnecessary regulatory burdens and cost on business, which can be used to invest in more jobs, not less.",Richard Tice,['Q23769958'],"[['Richard Tice', '0.9729'], ['None', '0.0271']]"
2016-09-07,"After jetting back from her hillwalking holiday with her husband Philip in the Swiss Alps, Mrs May has spent the last week attempting to unify her party. She brought together her cabinet for an extraordinary meeting in Chequers last week before jetting off to China for the G20 summit. Mrs May received a cold reception from world leaders during the trip and is now set to be quizzed for the first time about key policy decisions. Related articles GETTYMrs May held talks with Saudi Arabia's Saudi Arabia's Deputy Crown Prince in ChinaLabour leadership challenger Owen Smith urged Jeremy Corbyn to use Mrs May's appearance at Prime Minister's Questions to pile on pressure over Brexit, using an open letter to suggest a series of questions on the issue. Mr Smith wrote:",Theresa May,"['Q264766', 'Q30161835']","[['Theresa May', '0.5097'], ['None', '0.4903']]"
