date,quotation,speaker,qids,probas
2020-02-24,"Since Trump's election, we've been told Putin was all or partly behind the lot of it: the Catalan independence movement, the Sanders campaign, Brexit, Jill Stein's Green Party run, Black Lives Matter, the resignations of intra-party Trump critics Bob Corker and Jeff Flake...",None,[],"[['None', '0.8358'], ['Carter Page', '0.0634'], ['Donald Trump', '0.0427'], ['Jeremy Corbyn', '0.0354'], ['Tulsi Gabbard', '0.0227']]"
2020-01-08,"[ That ] was me responding to the world of Brexit and Trump and feeling, `Why hasn't the Federation changed? Why hasn't Starfleet changed?' Maybe they're not as reliable and trustworthy as we all thought.",Sir Patrick Stewart,['Q16296'],"[['Sir Patrick Stewart', '0.9153'], ['None', '0.0617'], ['Alex Kurtzman', '0.023']]"
2020-01-14,get Brexit done and focus on our other national priorities,None,[],"[['None', '0.5243'], ['Baroness Hayter of Kentish Town', '0.4757']]"
2020-01-05,People had bought the idea that if you vote Tory you'll get Brexit done and we didn't knock it down hard enough.,Keir Starmer,['Q6383803'],"[['Keir Starmer', '0.5964'], ['Boris Johnson', '0.2309'], ['None', '0.1727']]"
2020-04-10,"We need a temporary immigration route meet the needs businesses in every sector of the economy. Post-Brexit and post-virus, this will help businesses succeed and support job and growth here in the UK.",None,[],"[['None', '0.9291'], ['Boris Johnson', '0.0709']]"
2020-03-02,"It's not just London based estate agents seeing buyers return in record numbers, Guild agents across the country have reported a post-Brexit surge in activity. For example, according to one agent in Wakefield, properties over £ 500,000 that had been on the market for some time in the second half of 2019 are suddenly attracting significant interest",Iain McKenzie,"['Q39467231', 'Q584247']","[['Iain McKenzie', '0.8055'], ['None', '0.1945']]"
2020-03-18,"A good play will always have contemporary resonance. You're touching on eternal human truths -- fidelity, betrayal, friendship and love. It's not about Brexit though, thank God!",David Yelland,"['Q5241357', 'Q5241358']","[['David Yelland', '0.7647'], ['None', '0.1619'], ['Philip Franks', '0.0734']]"
2020-01-29,He has to deliver on Brexit.,Nigel Farage,['Q318471'],"[['Nigel Farage', '0.8737'], ['None', '0.1263']]"
2020-02-11,"I have often accused [ the insurance industry ] of having got a little bit complement, a little bit lazy, and Brexit has given it a push to look at other markets and other opportunities.",Craig Tracey,['Q20195470'],"[['Craig Tracey', '0.639'], ['None', '0.361']]"
2020-02-10,"Steve Barclay could be put in charge of negotiating Britain's trade deals as part of Boris Johnson's reshuffle. The former Brexit secretary lost his job when his department was closed after Britain's departure from the European Union last month. However, he is expected to return as part of the prime minister's shake-up of his top team that was being finalised with aides at Chequers over the weekend... Baroness Morgan of Cotes, the culture secretary, is to stand down and Geoffrey Cox, the attorney-general, is also likely to leave. Thérèse Coffey, the work and pensions secretary, and Esther McVey, the minister of state for housing who attends cabinet, are also in danger, along with Ben Wallace, the defence secretary.",None,[],"[['None', '0.6995'], ['Sajid Javid', '0.2202'], ['Steve Barclay', '0.0803']]"
2020-01-15,"For the past three years, the Tories have done nothing else but bang on about Brexit, which the Borders rejected,",Christine Grahame,['Q467108'],"[['Christine Grahame', '0.8082'], ['None', '0.1218'], ['John Lamont', '0.0591'], ['Boris Johnson', '0.0109']]"
2020-01-14,So we need to restore the clapper in order to bong Big Ben on Brexit night.,None,[],"[['None', '0.7743'], ['Big Ben', '0.1922'], ['Keir Starmer', '0.0335']]"
2020-01-30,"Whilst Brexit is now happening, the values that underpinned Remain-of an open, internationalist, tolerant nation that welcomes the contribution migrants made to our country and celebrates the achievements of working together with European nations-will continue.",Darren Jones,"['Q30174665', 'Q5224996', 'Q57912951']","[['Darren Jones', '0.7531'], ['None', '0.2042'], ['Thangam Debbonaire', '0.0427']]"
2020-01-28,I think London needs a Mayor that will appreciate the benefits of Brexit and the opportunities offered by our friend President Trump.,None,[],"[['None', '0.5103'], ['David Kurten', '0.4667'], ['Shaun Bailey', '0.023']]"
2020-01-30,"My show isn't going to sort out Brexit, but it will take your mind off it for an hour and a half. Essentially, the show is all about the funniest things that have happened to me or I've thought of since the last tour.",None,[],"[['None', '0.744'], ['Rob Beckett', '0.256']]"
2020-01-17,Why don't we start a crowdfunder to hire the Royal Philharmonic Orchestra to play the EU anthem `Ode to Joy' on a boat on the Thames and light up the London Eye with the EU flag at 11 p.m. on January 31st as a touché to the Big Ben bongs for Brexit?,James Melville,"['Q15440042', 'Q19042693', 'Q38799450', 'Q43911412', 'Q6139629']","[['James Melville', '0.8287'], ['None', '0.1054'], ['Boris Johnson', '0.024'], ['Nigel Farage', '0.023'], ['Mark Francois', '0.0189']]"
2020-01-29,"Everybody has been rather nice. Some have said, well, good luck with Brexit, others have said: you will be back because it won't work. But a lot have said `oh this place is going to be so boring without you' . So I think many will miss me.",Nigel Farage,['Q318471'],"[['Nigel Farage', '0.9507'], ['None', '0.0493']]"
2020-01-08,"In the end, they have to choose. You cannot be opposed to a no-deal Brexit and at the same time oppose any and every available deal that would avoid it.",Alex Rowley,['Q16191157'],"[['Alex Rowley', '0.9167'], ['None', '0.0833']]"
2020-02-03,"Many people believe that Brexit having gone through 3 1/2 years of debate about what kind of Brexit they have, and whether to have it, (that) it's all sorted, it's all done. It isn't done at all,",None,[],"[['None', '0.645'], ['Nigel Farage', '0.355']]"
2020-01-19,"The Brexit debate has lifted up the bonnet of the UK economy and should let us better appreciate who owns what, who supplies it, and from where. It should make us question the very essentials of our economy and consider the production of things most take for granted, including the food we eat and the services we all rely upon like energy,",Lisa Nandy,['Q578037'],"[['Lisa Nandy', '0.8546'], ['None', '0.1454']]"
2020-01-15,"Does the Prime Minister accept that by ignoring Scotland, imposing Brexit and pursuing of cruel and punishing policies that he strengthen the case for Scottish independence?",Boris Johnson,['Q180589'],"[['Boris Johnson', '0.8785'], ['None', '0.0856'], ['Nicola Sturgeon', '0.0359']]"
2020-01-26,"The return of scores of decision-making powers to the Scottish Parliament and Welsh National Assembly should be welcomed by their SNP and Labour governments -- not spurned in a futile effort to frustrate Brexit,",Robert Griffiths,"['Q1405477', 'Q339319', 'Q55979572', 'Q56598154', 'Q7344969']","[['Robert Griffiths', '0.9124'], ['None', '0.0876']]"
2020-01-31,"There was never any good Brexit for Ireland or happy ever after for this story,",None,[],"[['None', '0.5675'], ['Mary Lou McDonald', '0.4325']]"
2020-02-18,"I would suggest that in the discussions to come Gibraltar should not be the victim of Brexit. The people of Gibraltar do not deserve that. A pragmatic, well-balanced, and a sensible solution to the border issue is as much in the interest of the neighbouring Spanish region as it is in the interest of Gibraltar.",Joseph Garcia,"['Q1442437', 'Q16646200', 'Q3810207', 'Q6283356']","[['Joseph Garcia', '0.8245'], ['None', '0.1755']]"
2020-02-13,"Notwithstanding reduced trade tensions internationally and further clarity surrounding Brexit, heightened risks cannot be overlooked. The sector must seek to mitigate against these risks given the importance of tourism for European economic and social development. Diversifying marketing and promotion strategies, addressing shifts in consumer behaviour, strengthening collaboration among destinations and increasing measures to foster the sustainable development of tourism can all help destinations to remain competitive in the long run.",None,[],"[['None', '0.7848'], ['Lisa Moore', '0.2152']]"
2020-01-27,"The imminent threat of a no-deal Brexit, on January 31, is negligible,",Klaas Knot,['Q631864'],"[['Klaas Knot', '0.9198'], ['None', '0.0741'], ['Stephen Barclay', '0.0061']]"
2020-01-08,as he seeks to lead us to the promised land of Brexit,George Osborne,"['Q18527503', 'Q332493', 'Q47452635', 'Q5543055']","[['George Osborne', '0.6394'], ['None', '0.1854'], ['Boris Johnson', '0.1752']]"
2020-02-03,"I said to Blair when we were in government, `you have to say at the despatch box that we are bringing forward these measures based on our relationship with the EU and the work of our MEPs' . That way you introduce us into the national script of what is happened. Every government has taken credit for everything that's positive and has blamed Europe for anything that is negative. It's so easy to misrepresent it and that's precisely what was done after 40 years of tabloid drip-drip -- that's what happened with Brexit. A decision based on absolutely the wrong information.",Michael Cashman,['Q662660'],"[['Michael Cashman', '0.9246'], ['None', '0.0754']]"
2020-02-09,"Everyone is welcome. We are also looking forward to welcoming Christopher Mallon, chief executive of the National Beef Association who will discuss the consequences of Brexit, and the implications for future milk and beef exports from Northern Ireland to Great Britain and Ireland.",Brian Walker,"['Q16152028', 'Q4965555', 'Q4965556', 'Q4965557', 'Q4965558', 'Q56705761', 'Q56794096']","[['Brian Walker', '0.9167'], ['None', '0.0751'], ['Brian May', '0.0082']]"
2020-01-21,"There are three million EU citizens in the UK who fear they may lose their rights after Brexit and we are extremely concerned about this. We in this parliament will do our utmost to ensure their rights are maintained, post Brexit.",Philippe Lamberts,['Q937002'],"[['Philippe Lamberts', '0.694'], ['None', '0.306']]"
2020-01-27,"The outlook for the UK has improved over the last three months, with the decisive nature of the general election result and the resulting clarity on the first stage of Brexit expected to provide a short-term boost to economic activity.",None,[],"[['None', '0.8917'], ['Tony Benn', '0.0635'], ['Boris Johnson', '0.0449']]"
2020-02-06,"We put a very strong set of policy proposals to the party leaders on beef and livestock issues including Brexit, CAP, climate action and the need for a € 300 per suckler cow payment,",None,[],"[['None', '0.8378'], ['Leo Varadkar', '0.1622']]"
2020-01-26,"Bolton Council should concentrate on getting local issues sorted, the town is a disgrace, not thinking they can gain popularity over Brexit-unbelievable!",Robert Jones,"['Q1179039', 'Q1231435', 'Q16028153', 'Q16089618', 'Q16114712', 'Q18630239', 'Q18688098', 'Q19664964', 'Q20203240', 'Q21453429', 'Q22110014', 'Q23058878', 'Q23894743', 'Q24054294', 'Q25183200', 'Q30678430', 'Q3435545', 'Q4306893', 'Q4306900', 'Q4306943', 'Q47140919', 'Q4935216', 'Q4935805', 'Q56526001', 'Q56598161', 'Q590077', 'Q7342987', 'Q7343593', 'Q7343799', 'Q7343800', 'Q7344620', 'Q7346166', 'Q7346168', 'Q7346177']","[['Robert Jones', '0.6856'], ['None', '0.3144']]"
2020-02-06,"The Chancellor never set a target for growth -- nor will we do so. What we have already done is to resolve the Brexit uncertainty hanging over the economy, boosting confidence. And we'll outline ambitious plans to level up the country at the March Budget.",None,[],"[['None', '0.9177'], ['Nigel Lawson', '0.0823']]"
2020-03-10,"The people of Scotland must have the choice over a better future as an equal, independent European country instead of the broken, Brexit Britain being imposed upon us against our will -- and that decision must lie solely with the people of Scotland.",None,[],"[['None', '0.5678'], ['Rishi Sunak', '0.4322']]"
2020-02-06,democratically controlled and that's what Brexit allows us to do.,Boris Johnson,['Q180589'],"[['Boris Johnson', '0.8897'], ['None', '0.1103']]"
